millis,stamp,datetime,motion
1005999, 2047401165, 2115/165/0 1:1:1, Inactive
1006999, 2047401165, 2115/165/0 1:1:1, Inactive
1008000, 2047401165, 2115/165/0 1:1:1, Inactive
1008999, 2047401165, 2115/165/0 1:1:1, Inactive
1009999, 2047401165, 2115/165/0 1:1:1, Inactive
1010999, 2047401165, 2115/165/0 1:1:1, Inactive
1011999, 2047401165, 2115/165/0 1:1:1, Inactive
1013000, 2047401165, 2115/165/0 1:1:1, Inactive
1013999, 2047401165, 2115/165/0 1:1:1, Inactive
1014999, 2047401165, 2115/165/0 1:1:1, Inactive
1015999, 2047401165, 2115/165/0 1:1:1, Inactive
1016999, 2047401165, 2115/165/0 1:1:1, Inactive
1017999, 2047401165, 2115/165/0 1:1:1, Inactive
1018999, 2047401165, 2115/165/0 1:1:1, Inactive
1019999, 2047401165, 2115/165/0 1:1:1, Inactive
1020999, 2047401165, 2115/165/0 1:1:1, Inactive
1021999, 2047401165, 2115/165/0 1:1:1, Inactive
1022999, 2047401165, 2115/165/0 1:1:1, Inactive
1024000, 2047401165, 2115/165/0 1:1:1, Inactive
1024999, 2047401165, 2115/165/0 1:1:1, Inactive
1025999, 2047401165, 2115/165/0 1:1:1, Inactive
1026999, 2047401165, 2115/165/0 1:1:1, Inactive
1027999, 2047401165, 2115/165/0 1:1:1, Inactive
1028999, 2047401165, 2115/165/0 1:1:1, Inactive
1029999, 2047401165, 2115/165/0 1:1:1, Inactive
1030999, 2047401165, 2115/165/0 1:1:1, Inactive
1031999, 2047401165, 2115/165/0 1:1:1, Inactive
1032999, 2047401165, 2115/165/0 1:1:1, Inactive
1033999, 2047401165, 2115/165/0 1:1:1, Inactive
1034999, 2047401165, 2115/165/0 1:1:1, Inactive
1035999, 2047401165, 2115/165/0 1:1:1, Inactive
1036998, 2047401165, 2115/165/0 1:1:1, Inactive
1038000, 2047401165, 2115/165/0 1:1:1, Inactive
1038999, 2047401165, 2115/165/0 1:1:1, Inactive
1040000, 2047401165, 2115/165/0 1:1:1, Inactive
1040999, 2047401165, 2115/165/0 1:1:1, Inactive
1041999, 2047401165, 2115/165/0 1:1:1, Inactive
1042999, 2047401165, 2115/165/0 1:1:1, Inactive
1043998, 2047401165, 2115/165/0 1:1:1, Inactive
1044999, 2047401165, 2115/165/0 1:1:1, Inactive
1045999, 2047401165, 2115/165/0 1:1:1, Inactive
1047000, 2047401165, 2115/165/0 1:1:1, Inactive
1047999, 2047401165, 2115/165/0 1:1:1, Inactive
1048999, 2047401165, 2115/165/0 1:1:1, Inactive
1049999, 2047401165, 2115/165/0 1:1:1, Inactive
1050999, 2047401165, 2115/165/0 1:1:1, Inactive
1051999, 2047401165, 2115/165/0 1:1:1, Inactive
1052999, 2047401165, 2115/165/0 1:1:1, Inactive
1054000, 2047401165, 2115/165/0 1:1:1, Inactive
1054999, 2047401165, 2115/165/0 1:1:1, Inactive
1056000, 2047401165, 2115/165/0 1:1:1, Inactive
1056999, 2047401165, 2115/165/0 1:1:1, Inactive
1057999, 2047401165, 2115/165/0 1:1:1, Inactive
1058999, 2047401165, 2115/165/0 1:1:1, Inactive
1059999, 2047401165, 2115/165/0 1:1:1, Inactive
1060999, 2047401165, 2115/165/0 1:1:1, Inactive
1061999, 2047401165, 2115/165/0 1:1:1, Inactive
1063000, 2047401165, 2115/165/0 1:1:1, Inactive
1063999, 2047401165, 2115/165/0 1:1:1, Inactive
1064999, 2047401165, 2115/165/0 1:1:1, Inactive
1065999, 2047401165, 2115/165/0 1:1:1, Inactive
1066999, 2047401165, 2115/165/0 1:1:1, Inactive
1067999, 2047401165, 2115/165/0 1:1:1, Inactive
1068999, 2047401165, 2115/165/0 1:1:1, Inactive
1069999, 2047401165, 2115/165/0 1:1:1, Inactive
1070999, 2047401165, 2115/165/0 1:1:1, Inactive
1072000, 2047401165, 2115/165/0 1:1:1, Inactive
1072999, 2047401165, 2115/165/0 1:1:1, Inactive
1073999, 2047401165, 2115/165/0 1:1:1, Inactive
1074999, 2047401165, 2115/165/0 1:1:1, Inactive
1075999, 2047401165, 2115/165/0 1:1:1, Inactive
1076999, 2047401165, 2115/165/0 1:1:1, Inactive
1077999, 2047401165, 2115/165/0 1:1:1, Inactive
1079000, 2047401165, 2115/165/0 1:1:1, Inactive
1079999, 2047401165, 2115/165/0 1:1:1, Inactive
1080999, 2047401165, 2115/165/0 1:1:1, Inactive
1081999, 2047401165, 2115/165/0 1:1:1, Inactive
1082999, 2047401165, 2115/165/0 1:1:1, Inactive
1084000, 2047401165, 2115/165/0 1:1:1, Inactive
1084999, 2047401165, 2115/165/0 1:1:1, Inactive
1086000, 2047401165, 2115/165/0 1:1:1, Inactive
1086999, 2047401165, 2115/165/0 1:1:1, Inactive
1088000, 2047401165, 2115/165/0 1:1:1, Inactive
1088999, 2047401165, 2115/165/0 1:1:1, Inactive
1089999, 2047401165, 2115/165/0 1:1:1, Inactive
1090999, 2047401165, 2115/165/0 1:1:1, Inactive
1091999, 2047401165, 2115/165/0 1:1:1, Inactive
1093000, 2047401165, 2115/165/0 1:1:1, Inactive
1093999, 2047401165, 2115/165/0 1:1:1, Inactive
1094999, 2047401165, 2115/165/0 1:1:1, Inactive
1095999, 2047401165, 2115/165/0 1:1:1, Inactive
1096999, 2047401165, 2115/165/0 1:1:1, Inactive
1097999, 2047401165, 2115/165/0 1:1:1, Inactive
1098999, 2047401165, 2115/165/0 1:1:1, Inactive
1099999, 2047401165, 2115/165/0 1:1:1, Inactive
1100999, 2047401165, 2115/165/0 1:1:1, Inactive
1101999, 2047401165, 2115/165/0 1:1:1, Inactive
1102999, 2047401165, 2115/165/0 1:1:1, Inactive
1104000, 2047401165, 2115/165/0 1:1:1, Inactive
1104999, 2047401165, 2115/165/0 1:1:1, Inactive
1105999, 2047401165, 2115/165/0 1:1:1, Inactive
1106999, 2047401165, 2115/165/0 1:1:1, Inactive
1107999, 2047401165, 2115/165/0 1:1:1, Inactive
1108999, 2047401165, 2115/165/0 1:1:1, Inactive
1109999, 2047401165, 2115/165/0 1:1:1, Inactive
1111000, 2047401165, 2115/165/0 1:1:1, Inactive
1112000, 2047401165, 2115/165/0 1:1:1, Inactive
1112999, 2047401165, 2115/165/0 1:1:1, Inactive
1113999, 2047401165, 2115/165/0 1:1:1, Inactive
1114999, 2047401165, 2115/165/0 1:1:1, Inactive
1115999, 2047401165, 2115/165/0 1:1:1, Inactive
1116999, 2047401165, 2115/165/0 1:1:1, Inactive
1117999, 2047401165, 2115/165/0 1:1:1, Inactive
1118999, 2047401165, 2115/165/0 1:1:1, Inactive
1120000, 2047401165, 2115/165/0 1:1:1, Inactive
1120999, 2047401165, 2115/165/0 1:1:1, Inactive
1121999, 2047401165, 2115/165/0 1:1:1, Inactive
1122999, 2047401165, 2115/165/0 1:1:1, Inactive
1123999, 2047401165, 2115/165/0 1:1:1, Inactive
1124999, 2047401165, 2115/165/0 1:1:1, Inactive
1125999, 2047401165, 2115/165/0 1:1:1, Inactive
1126999, 2047401165, 2115/165/0 1:1:1, Inactive
1127999, 2047401165, 2115/165/0 1:1:1, Inactive
1128999, 2047401165, 2115/165/0 1:1:1, Inactive
1129999, 2047401165, 2115/165/0 1:1:1, Inactive
1130999, 2047401165, 2115/165/0 1:1:1, Inactive
1131999, 2047401165, 2115/165/0 1:1:1, Inactive
1132999, 2047401165, 2115/165/0 1:1:1, Inactive
1133999, 2047401165, 2115/165/0 1:1:1, Inactive
1134999, 2047401165, 2115/165/0 1:1:1, Inactive
1136000, 2047401165, 2115/165/0 1:1:1, Inactive
1136999, 2047401165, 2115/165/0 1:1:1, Inactive
1137999, 2047401165, 2115/165/0 1:1:1, Inactive
1138999, 2047401165, 2115/165/0 1:1:1, Inactive
1139999, 2047401165, 2115/165/0 1:1:1, Inactive
1140999, 2047401165, 2115/165/0 1:1:1, Inactive
1141999, 2047401165, 2115/165/0 1:1:1, Inactive
1143000, 2047401165, 2115/165/0 1:1:1, Inactive
1143999, 2047401165, 2115/165/0 1:1:1, Inactive
1144999, 2047401165, 2115/165/0 1:1:1, Inactive
1145999, 2047401165, 2115/165/0 1:1:1, Inactive
1146999, 2047401165, 2115/165/0 1:1:1, Inactive
1147999, 2047401165, 2115/165/0 1:1:1, Inactive
1148998, 2047401165, 2115/165/0 1:1:1, Inactive
1149999, 2047401165, 2115/165/0 1:1:1, Inactive
1150999, 2047401165, 2115/165/0 1:1:1, Inactive
1152000, 2047401165, 2115/165/0 1:1:1, Inactive
1152999, 2047401165, 2115/165/0 1:1:1, Inactive
1153999, 2047401165, 2115/165/0 1:1:1, Inactive
1154999, 2047401165, 2115/165/0 1:1:1, Inactive
1155999, 2047401165, 2115/165/0 1:1:1, Inactive
1156998, 2047401165, 2115/165/0 1:1:1, Inactive
1157999, 2047401165, 2115/165/0 1:1:1, Inactive
1159000, 2047401165, 2115/165/0 1:1:1, Inactive
1159999, 2047401165, 2115/165/0 1:1:1, Inactive
1160999, 2047401165, 2115/165/0 1:1:1, Inactive
1161999, 2047401165, 2115/165/0 1:1:1, Inactive
1162999, 2047401165, 2115/165/0 1:1:1, Inactive
1163999, 2047401165, 2115/165/0 1:1:1, Inactive
1164999, 2047401165, 2115/165/0 1:1:1, Inactive
1165999, 2047401165, 2115/165/0 1:1:1, Inactive
1166999, 2047401165, 2115/165/0 1:1:1, Inactive
1168000, 2047401165, 2115/165/0 1:1:1, Inactive
1168999, 2047401165, 2115/165/0 1:1:1, Inactive
1169999, 2047401165, 2115/165/0 1:1:1, Inactive
1170999, 2047401165, 2115/165/0 1:1:1, Inactive
1171999, 2047401165, 2115/165/0 1:1:1, Inactive
1172999, 2047401165, 2115/165/0 1:1:1, Inactive
1173999, 2047401165, 2115/165/0 1:1:1, Inactive
1175000, 2047401165, 2115/165/0 1:1:1, Inactive
1175999, 2047401165, 2115/165/0 1:1:1, Inactive
1176999, 2047401165, 2115/165/0 1:1:1, Inactive
1177999, 2047401165, 2115/165/0 1:1:1, Inactive
1178999, 2047401165, 2115/165/0 1:1:1, Inactive
1180000, 2047401165, 2115/165/0 1:1:1, Inactive
1180999, 2047401165, 2115/165/0 1:1:1, Inactive
1181999, 2047401165, 2115/165/0 1:1:1, Inactive
1182999, 2047401165, 2115/165/0 1:1:1, Inactive
1184000, 2047401165, 2115/165/0 1:1:1, Inactive
1184999, 2047401165, 2115/165/0 1:1:1, Inactive
1185999, 2047401165, 2115/165/0 1:1:1, Inactive
1186999, 2047401165, 2115/165/0 1:1:1, Inactive
1187998, 2047401165, 2115/165/0 1:1:1, Inactive
1188999, 2047401165, 2115/165/0 1:1:1, Inactive
1189999, 2047401165, 2115/165/0 1:1:1, Inactive
1191000, 2047401165, 2115/165/0 1:1:1, Inactive
1191999, 2047401165, 2115/165/0 1:1:1, Inactive
1192999, 2047401165, 2115/165/0 1:1:1, Inactive
1193999, 2047401165, 2115/165/0 1:1:1, Inactive
1194999, 2047401165, 2115/165/0 1:1:1, Inactive
1196000, 2047401165, 2115/165/0 1:1:1, Inactive
1196999, 2047401165, 2115/165/0 1:1:1, Inactive
1197999, 2047401165, 2115/165/0 1:1:1, Inactive
1198999, 2047401165, 2115/165/0 1:1:1, Inactive
1199998, 2047401165, 2115/165/0 1:1:1, Inactive
1200999, 2047401165, 2115/165/0 1:1:1, Inactive
1201999, 2047401165, 2115/165/0 1:1:1, Inactive
1202999, 2047401165, 2115/165/0 1:1:1, Inactive
1203999, 2047401165, 2115/165/0 1:1:1, Inactive
1204999, 2047401165, 2115/165/0 1:1:1, Inactive
1205999, 2047401165, 2115/165/0 1:1:1, Inactive
1207000, 2047401165, 2115/165/0 1:1:1, Inactive
1207999, 2047401165, 2115/165/0 1:1:1, Inactive
1208999, 2047401165, 2115/165/0 1:1:1, Inactive
1209999, 2047401165, 2115/165/0 1:1:1, Inactive
1210999, 2047401165, 2115/165/0 1:1:1, Inactive
1211999, 2047401165, 2115/165/0 1:1:1, Inactive
1212999, 2047401165, 2115/165/0 1:1:1, Inactive
1213999, 2047401165, 2115/165/0 1:1:1, Inactive
1214999, 2047401165, 2115/165/0 1:1:1, Inactive
1216000, 2047401165, 2115/165/0 1:1:1, Inactive
1216999, 2047401165, 2115/165/0 1:1:1, Inactive
1217999, 2047401165, 2115/165/0 1:1:1, Inactive
1218999, 2047401165, 2115/165/0 1:1:1, Inactive
1219999, 2047401165, 2115/165/0 1:1:1, Inactive
1220999, 2047401165, 2115/165/0 1:1:1, Inactive
1221999, 2047401165, 2115/165/0 1:1:1, Inactive
1223000, 2047401165, 2115/165/0 1:1:1, Inactive
1223999, 2047401165, 2115/165/0 1:1:1, Inactive
1224999, 2047401165, 2115/165/0 1:1:1, Inactive
1225999, 2047401165, 2115/165/0 1:1:1, Inactive
1226999, 2047401165, 2115/165/0 1:1:1, Inactive
1227999, 2047401165, 2115/165/0 1:1:1, Inactive
1228999, 2047401165, 2115/165/0 1:1:1, Inactive
1229999, 2047401165, 2115/165/0 1:1:1, Inactive
1230999, 2047401165, 2115/165/0 1:1:1, Inactive
1232000, 2047401165, 2115/165/0 1:1:1, Inactive
1232999, 2047401165, 2115/165/0 1:1:1, Inactive
1233998, 2047401165, 2115/165/0 1:1:1, Inactive
1234999, 2047401165, 2115/165/0 1:1:1, Inactive
1235999, 2047401165, 2115/165/0 1:1:1, Inactive
1236999, 2047401165, 2115/165/0 1:1:1, Inactive
1237999, 2047401165, 2115/165/0 1:1:1, Inactive
1238999, 2047401165, 2115/165/0 1:1:1, Inactive
1239999, 2047401165, 2115/165/0 1:1:1, Inactive
1240999, 2047401165, 2115/165/0 1:1:1, Inactive
1241999, 2047401165, 2115/165/0 1:1:1, Inactive
1242999, 2047401165, 2115/165/0 1:1:1, Inactive
1243999, 2047401165, 2115/165/0 1:1:1, Inactive
1244999, 2047401165, 2115/165/0 1:1:1, Inactive
1245999, 2047401165, 2115/165/0 1:1:1, Inactive
1246999, 2047401165, 2115/165/0 1:1:1, Inactive
1248000, 2047401165, 2115/165/0 1:1:1, Inactive
1248999, 2047401165, 2115/165/0 1:1:1, Inactive
1249999, 2047401165, 2115/165/0 1:1:1, Inactive
1250998, 2047401165, 2115/165/0 1:1:1, Inactive
1251999, 2047401165, 2115/165/0 1:1:1, Inactive
1253000, 2047401165, 2115/165/0 1:1:1, Inactive
1253999, 2047401165, 2115/165/0 1:1:1, Inactive
1254999, 2047401165, 2115/165/0 1:1:1, Inactive
1255999, 2047401165, 2115/165/0 1:1:1, Inactive
1256999, 2047401165, 2115/165/0 1:1:1, Inactive
1257999, 2047401165, 2115/165/0 1:1:1, Inactive
1258999, 2047401165, 2115/165/0 1:1:1, Inactive
1259999, 2047401165, 2115/165/0 1:1:1, Inactive
1260999, 2047401165, 2115/165/0 1:1:1, Inactive
1261999, 2047401165, 2115/165/0 1:1:1, Inactive
1262998, 2047401165, 2115/165/0 1:1:1, Inactive
1264000, 2047401165, 2115/165/0 1:1:1, Inactive
1264999, 2047401165, 2115/165/0 1:1:1, Inactive
1265999, 2047401165, 2115/165/0 1:1:1, Inactive
1266999, 2047401165, 2115/165/0 1:1:1, Active
1267999, 2047401165, 2115/165/0 1:1:1, Active
1268999, 2047401165, 2115/165/0 1:1:1, Inactive
1269999, 2047401165, 2115/165/0 1:1:1, Inactive
1271000, 2047401165, 2115/165/0 1:1:1, Inactive
1271999, 2047401165, 2115/165/0 1:1:1, Inactive
1272999, 2047401165, 2115/165/0 1:1:1, Inactive
1273999, 2047401165, 2115/165/0 1:1:1, Inactive
1274999, 2047401165, 2115/165/0 1:1:1, Inactive
1275999, 2047401165, 2115/165/0 1:1:1, Inactive
1276999, 2047401165, 2115/165/0 1:1:1, Inactive
1277999, 2047401165, 2115/165/0 1:1:1, Inactive
1278999, 2047401165, 2115/165/0 1:1:1, Active
1280000, 2047401165, 2115/165/0 1:1:1, Active
1280999, 2047401165, 2115/165/0 1:1:1, Active
1281999, 2047401165, 2115/165/0 1:1:1, Inactive
1282999, 2047401165, 2115/165/0 1:1:1, Inactive
1283999, 2047401165, 2115/165/0 1:1:1, Inactive
1284999, 2047401165, 2115/165/0 1:1:1, Inactive
1285999, 2047401165, 2115/165/0 1:1:1, Inactive
1286999, 2047401165, 2115/165/0 1:1:1, Inactive
1287999, 2047401165, 2115/165/0 1:1:1, Inactive
1288999, 2047401165, 2115/165/0 1:1:1, Inactive
1289999, 2047401165, 2115/165/0 1:1:1, Inactive
1290999, 2047401165, 2115/165/0 1:1:1, Inactive
1291999, 2047401165, 2115/165/0 1:1:1, Inactive
1292999, 2047401165, 2115/165/0 1:1:1, Inactive
1293999, 2047401165, 2115/165/0 1:1:1, Inactive
1294999, 2047401165, 2115/165/0 1:1:1, Inactive
1296000, 2047401165, 2115/165/0 1:1:1, Inactive
1296999, 2047401165, 2115/165/0 1:1:1, Inactive
1297999, 2047401165, 2115/165/0 1:1:1, Inactive
1298999, 2047401165, 2115/165/0 1:1:1, Inactive
1299999, 2047401165, 2115/165/0 1:1:1, Inactive
1300999, 2047401165, 2115/165/0 1:1:1, Inactive
1301999, 2047401165, 2115/165/0 1:1:1, Inactive
1302999, 2047401165, 2115/165/0 1:1:1, Inactive
1303999, 2047401165, 2115/165/0 1:1:1, Inactive
1304999, 2047401165, 2115/165/0 1:1:1, Inactive
1305999, 2047401165, 2115/165/0 1:1:1, Inactive
1306999, 2047401165, 2115/165/0 1:1:1, Inactive
1308000, 2047401165, 2115/165/0 1:1:1, Inactive
1308999, 2047401165, 2115/165/0 1:1:1, Inactive
1309999, 2047401165, 2115/165/0 1:1:1, Inactive
1310999, 2047401165, 2115/165/0 1:1:1, Inactive
1312000, 2047401165, 2115/165/0 1:1:1, Inactive
1312999, 2047401165, 2115/165/0 1:1:1, Inactive
1313999, 2047401165, 2115/165/0 1:1:1, Inactive
1314999, 2047401165, 2115/165/0 1:1:1, Inactive
1315999, 2047401165, 2115/165/0 1:1:1, Inactive
1316999, 2047401165, 2115/165/0 1:1:1, Inactive
1317999, 2047401165, 2115/165/0 1:1:1, Inactive
1319000, 2047401165, 2115/165/0 1:1:1, Inactive
1319999, 2047401165, 2115/165/0 1:1:1, Inactive
1320999, 2047401165, 2115/165/0 1:1:1, Inactive
1321999, 2047401165, 2115/165/0 1:1:1, Inactive
1322999, 2047401165, 2115/165/0 1:1:1, Inactive
1324000, 2047401165, 2115/165/0 1:1:1, Inactive
1324999, 2047401165, 2115/165/0 1:1:1, Inactive
1325999, 2047401165, 2115/165/0 1:1:1, Inactive
1326999, 2047401165, 2115/165/0 1:1:1, Inactive
1328000, 2047401165, 2115/165/0 1:1:1, Inactive
1328999, 2047401165, 2115/165/0 1:1:1, Inactive
1329999, 2047401165, 2115/165/0 1:1:1, Inactive
1330999, 2047401165, 2115/165/0 1:1:1, Inactive
1331999, 2047401165, 2115/165/0 1:1:1, Inactive
1332999, 2047401165, 2115/165/0 1:1:1, Inactive
1333999, 2047401165, 2115/165/0 1:1:1, Inactive
1334999, 2047401165, 2115/165/0 1:1:1, Inactive
1335999, 2047401165, 2115/165/0 1:1:1, Inactive
1336999, 2047401165, 2115/165/0 1:1:1, Inactive
1337999, 2047401165, 2115/165/0 1:1:1, Inactive
1338999, 2047401165, 2115/165/0 1:1:1, Inactive
1339999, 2047401165, 2115/165/0 1:1:1, Inactive
1340999, 2047401165, 2115/165/0 1:1:1, Inactive
1341999, 2047401165, 2115/165/0 1:1:1, Inactive
1342999, 2047401165, 2115/165/0 1:1:1, Inactive
1344000, 2047401165, 2115/165/0 1:1:1, Inactive
1344999, 2047401165, 2115/165/0 1:1:1, Inactive
1345999, 2047401165, 2115/165/0 1:1:1, Inactive
1346999, 2047401165, 2115/165/0 1:1:1, Inactive
1347999, 2047401165, 2115/165/0 1:1:1, Inactive
1348999, 2047401165, 2115/165/0 1:1:1, Inactive
1349999, 2047401165, 2115/165/0 1:1:1, Inactive
1351000, 2047401165, 2115/165/0 1:1:1, Inactive
1351999, 2047401165, 2115/165/0 1:1:1, Inactive
1352999, 2047401165, 2115/165/0 1:1:1, Inactive
1353999, 2047401165, 2115/165/0 1:1:1, Inactive
1354999, 2047401165, 2115/165/0 1:1:1, Inactive
1355999, 2047401165, 2115/165/0 1:1:1, Inactive
1356999, 2047401165, 2115/165/0 1:1:1, Inactive
1358000, 2047401165, 2115/165/0 1:1:1, Inactive
1358999, 2047401165, 2115/165/0 1:1:1, Inactive
1360000, 2047401165, 2115/165/0 1:1:1, Inactive
1360999, 2047401165, 2115/165/0 1:1:1, Inactive
1361999, 2047401165, 2115/165/0 1:1:1, Inactive
1362999, 2047401165, 2115/165/0 1:1:1, Inactive
1363999, 2047401165, 2115/165/0 1:1:1, Inactive
1365000, 2047401165, 2115/165/0 1:1:1, Inactive
1365999, 2047401165, 2115/165/0 1:1:1, Inactive
1366999, 2047401165, 2115/165/0 1:1:1, Inactive
1367999, 2047401165, 2115/165/0 1:1:1, Inactive
1368999, 2047401165, 2115/165/0 1:1:1, Inactive
1369999, 2047401165, 2115/165/0 1:1:1, Inactive
1370999, 2047401165, 2115/165/0 1:1:1, Inactive
1372000, 2047401165, 2115/165/0 1:1:1, Inactive
1372999, 2047401165, 2115/165/0 1:1:1, Inactive
1373999, 2047401165, 2115/165/0 1:1:1, Inactive
1374999, 2047401165, 2115/165/0 1:1:1, Inactive
1376000, 2047401165, 2115/165/0 1:1:1, Inactive
1376999, 2047401165, 2115/165/0 1:1:1, Inactive
1377999, 2047401165, 2115/165/0 1:1:1, Inactive
1378999, 2047401165, 2115/165/0 1:1:1, Inactive
1379999, 2047401165, 2115/165/0 1:1:1, Inactive
1380999, 2047401165, 2115/165/0 1:1:1, Inactive
1381999, 2047401165, 2115/165/0 1:1:1, Inactive
1383000, 2047401165, 2115/165/0 1:1:1, Inactive
1383999, 2047401165, 2115/165/0 1:1:1, Active
1384999, 2047401165, 2115/165/0 1:1:1, Active
1385999, 2047401165, 2115/165/0 1:1:1, Active
1386999, 2047401165, 2115/165/0 1:1:1, Inactive
1387999, 2047401165, 2115/165/0 1:1:1, Inactive
1388999, 2047401165, 2115/165/0 1:1:1, Inactive
1389999, 2047401165, 2115/165/0 1:1:1, Inactive
1390999, 2047401165, 2115/165/0 1:1:1, Inactive
1392000, 2047401165, 2115/165/0 1:1:1, Inactive
1392999, 2047401165, 2115/165/0 1:1:1, Inactive
1393999, 2047401165, 2115/165/0 1:1:1, Inactive
1394999, 2047401165, 2115/165/0 1:1:1, Inactive
1395999, 2047401165, 2115/165/0 1:1:1, Inactive
1396999, 2047401165, 2115/165/0 1:1:1, Inactive
1397999, 2047401165, 2115/165/0 1:1:1, Inactive
1398999, 2047401165, 2115/165/0 1:1:1, Inactive
1399999, 2047401165, 2115/165/0 1:1:1, Inactive
1400999, 2047401165, 2115/165/0 1:1:1, Inactive
1401999, 2047401165, 2115/165/0 1:1:1, Inactive
1402999, 2047401165, 2115/165/0 1:1:1, Inactive
1404000, 2047401165, 2115/165/0 1:1:1, Inactive
1404999, 2047401165, 2115/165/0 1:1:1, Inactive
1405999, 2047401165, 2115/165/0 1:1:1, Inactive
1406999, 2047401165, 2115/165/0 1:1:1, Inactive
1408000, 2047401165, 2115/165/0 1:1:1, Inactive
1408999, 2047401165, 2115/165/0 1:1:1, Inactive
1409998, 2047401165, 2115/165/0 1:1:1, Inactive
1410999, 2047401165, 2115/165/0 1:1:1, Inactive
1411999, 2047401165, 2115/165/0 1:1:1, Inactive
1413000, 2047401165, 2115/165/0 1:1:1, Inactive
1413999, 2047401165, 2115/165/0 1:1:1, Inactive
1414999, 2047401165, 2115/165/0 1:1:1, Inactive
1415999, 2047401165, 2115/165/0 1:1:1, Inactive
1416999, 2047401165, 2115/165/0 1:1:1, Inactive
1417999, 2047401165, 2115/165/0 1:1:1, Inactive
1418999, 2047401165, 2115/165/0 1:1:1, Inactive
1420000, 2047401165, 2115/165/0 1:1:1, Inactive
1420999, 2047401165, 2115/165/0 1:1:1, Inactive
1421999, 2047401165, 2115/165/0 1:1:1, Inactive
1422999, 2047401165, 2115/165/0 1:1:1, Inactive
1424000, 2047401165, 2115/165/0 1:1:1, Inactive
1424999, 2047401165, 2115/165/0 1:1:1, Inactive
1425999, 2047401165, 2115/165/0 1:1:1, Inactive
1426999, 2047401165, 2115/165/0 1:1:1, Inactive
1427999, 2047401165, 2115/165/0 1:1:1, Inactive
1429000, 2047401165, 2115/165/0 1:1:1, Inactive
1429999, 2047401165, 2115/165/0 1:1:1, Inactive
1430999, 2047401165, 2115/165/0 1:1:1, Inactive
1431999, 2047401165, 2115/165/0 1:1:1, Inactive
1432999, 2047401165, 2115/165/0 1:1:1, Inactive
1433999, 2047401165, 2115/165/0 1:1:1, Inactive
1434999, 2047401165, 2115/165/0 1:1:1, Inactive
1436000, 2047401165, 2115/165/0 1:1:1, Inactive
1436999, 2047401165, 2115/165/0 1:1:1, Inactive
1437999, 2047401165, 2115/165/0 1:1:1, Inactive
1438999, 2047401165, 2115/165/0 1:1:1, Inactive
1439998, 2047401165, 2115/165/0 1:1:1, Inactive
1440999, 2047401165, 2115/165/0 1:1:1, Inactive
1441999, 2047401165, 2115/165/0 1:1:1, Inactive
1442999, 2047401165, 2115/165/0 1:1:1, Inactive
1443999, 2047401165, 2115/165/0 1:1:1, Inactive
1444999, 2047401165, 2115/165/0 1:1:1, Inactive
1445999, 2047401165, 2115/165/0 1:1:1, Inactive
1446999, 2047401165, 2115/165/0 1:1:1, Inactive
1447999, 2047401165, 2115/165/0 1:1:1, Inactive
1448999, 2047401165, 2115/165/0 1:1:1, Inactive
1449999, 2047401165, 2115/165/0 1:1:1, Inactive
1450999, 2047401165, 2115/165/0 1:1:1, Inactive
1451998, 2047401165, 2115/165/0 1:1:1, Inactive
1452999, 2047401165, 2115/165/0 1:1:1, Inactive
1453999, 2047401165, 2115/165/0 1:1:1, Inactive
1454999, 2047401165, 2115/165/0 1:1:1, Inactive
1456000, 2047401165, 2115/165/0 1:1:1, Inactive
1456999, 2047401165, 2115/165/0 1:1:1, Inactive
1457999, 2047401165, 2115/165/0 1:1:1, Inactive
1458999, 2047401165, 2115/165/0 1:1:1, Inactive
1459999, 2047401165, 2115/165/0 1:1:1, Inactive
1460999, 2047401165, 2115/165/0 1:1:1, Inactive
1461999, 2047401165, 2115/165/0 1:1:1, Inactive
1463000, 2047401165, 2115/165/0 1:1:1, Inactive
1463999, 2047401165, 2115/165/0 1:1:1, Inactive
1464999, 2047401165, 2115/165/0 1:1:1, Inactive
1465999, 2047401165, 2115/165/0 1:1:1, Inactive
1466999, 2047401165, 2115/165/0 1:1:1, Inactive
1467999, 2047401165, 2115/165/0 1:1:1, Inactive
1468999, 2047401165, 2115/165/0 1:1:1, Inactive
1469999, 2047401165, 2115/165/0 1:1:1, Inactive
1470999, 2047401165, 2115/165/0 1:1:1, Inactive
1472000, 2047401165, 2115/165/0 1:1:1, Active
1472999, 2047401165, 2115/165/0 1:1:1, Active
1473999, 2047401165, 2115/165/0 1:1:1, Inactive
1474999, 2047401165, 2115/165/0 1:1:1, Inactive
1475999, 2047401165, 2115/165/0 1:1:1, Inactive
1477000, 2047401165, 2115/165/0 1:1:1, Inactive
1478000, 2047401165, 2115/165/0 1:1:1, Inactive
1478999, 2047401165, 2115/165/0 1:1:1, Inactive
1479999, 2047401165, 2115/165/0 1:1:1, Inactive
1480999, 2047401165, 2115/165/0 1:1:1, Inactive
1481999, 2047401165, 2115/165/0 1:1:1, Inactive
1482998, 2047401165, 2115/165/0 1:1:1, Inactive
1483999, 2047401165, 2115/165/0 1:1:1, Active
1484999, 2047401165, 2115/165/0 1:1:1, Active
1485999, 2047401165, 2115/165/0 1:1:1, Active
1486999, 2047401165, 2115/165/0 1:1:1, Inactive
1488000, 2047401165, 2115/165/0 1:1:1, Inactive
